ccn,provider,state,city,zip,address,owner,phone,nc_offer,pt_offer,ot_offer,sp_offer,ms_offer,hha_offer,certified_date,rating,certify_yrs,timely,drug_edu,fall_ck,depr_ck,flu_shot,pneu_shot,pain_ck,pain_tr,bedsore_tr,bedsore_ck,mov_rec,bed_rec,bath_rec,pain_rec,breath_rec,drug_use,er,adm,readm,re_er,er_cd,readm_cd,othr_cnt,dietn_cnt,aide_cnt,lpn_cnt,ocpt_cnt,phys_cnt,rn_cnt,scl_cnt,spch_cnt,income,male_65,female_65,lat,lng,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01003_001E,B19301_001E,county,state.1,tract
58442,SUMMIT HOME HEALTH INC,CA,SIMI VALLEY,93063,2139 TAPO ST STE 210,Proprietary,8055843000,Yes,Yes,Yes,Yes,Yes,Yes,2008-04-03 00:00:00,4.0,8,93.9,99.3,99.6,100.0,86.7,50.4,100.0,99.2,100.0,100.0,71.0,46.5,73.4,83.7,85.9,60.7,13.2,10.0,Same As Expected,Same As Expected,1,1,0.0,1.0,0.93,2.51,0.7,1.11,3.23,3.0,1.0,28119,261,274,34.2738019,-118.7095305,32,44,87,42,0,56,11,50,95,37,46,35,4239,28119,111,6,8201
108232,SENIOR HOME CARE,FL,PORT SAINT LUCIE,34986,525 NW LAKE WHITNEY PL,Proprietary,7722232116,Yes,Yes,Yes,Yes,Yes,Yes,2005-07-20 00:00:00,3.0,11,89.8,100.0,100.0,99.6,63.7,64.1,100.0,100.0,100.0,100.0,59.2,58.6,72.3,54.4,70.1,58.1,15.0,12.1,Same As Expected,Same As Expected,1,1,0.0,0.0,1.2,0.86,1.5,3.0,4.0,0.18,0.0,27213,2825,3162,27.3165132,-80.4054979,194,412,828,550,421,420,345,382,676,675,624,460,20471,27213,111,12,382108
109445,"HOME HEALTH CARE TEAM, LLC",FL,DAVIE,33328,5400 S UNIVERSITY DR STE 115,Proprietary,9549904681,Yes,Yes,Yes,Yes,Yes,Yes,2009-12-08 00:00:00,2.0,6,100.0,64.3,99.1,97.7,53.2,45.8,100.0,98.9,96.7,95.4,47.4,32.6,42.7,59.9,31.5,28.4,19.3,5.1,Same As Expected,Same As Expected,1,1,2.0,0.0,0.2,12.0,0.0,1.0,0.6,0.0,0.0,23371,208,334,26.0534739,-80.2489679,0,148,17,38,1,4,55,55,51,25,50,98,4290,23371,11,12,70602
557008,PIONEER HOME HEALTH CARE,CA,BISHOP,93514,162 E LINE ST,Non - Profit Other,7608724663,Yes,Yes,Yes,No,Yes,Yes,1991-01-24 00:00:00,4.0,25,95.9,98.5,100.0,100.0,84.4,87.1,100.0,99.4,99.3,100.0,64.7,71.8,77.6,88.6,74.2,61.8,14.7,18.4,Better Than Expected,Same As Expected,1,1,4.73,0.0,0.04,0.0,0.38,1.19,2.36,0.33,0.0,21923,443,496,37.361161,-118.393646,14,57,187,77,26,82,73,85,43,63,64,168,5870,21923,27,6,400
148044,"FOUR SEASONS HOME HEALTHCARE, INC",IL,MORTON GROVE,60053,6042 W OAKTON STREET,Proprietary,8479661616,Yes,Yes,Yes,Yes,Yes,Yes,2009-03-09 00:00:00,4.0,7,98.4,98.9,100.0,98.9,77.5,97.7,100.0,100.0,100.0,100.0,69.9,35.8,57.7,91.5,75.1,63.9,10.8,11.3,Same As Expected,Same As Expected,1,1,0.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0,0.0,35953,509,813,42.0265829,-87.779542,109,107,125,49,42,77,56,134,152,127,101,243,5923,35953,31,17,808301
197024,PROFESSIONAL HHS OF SOUTHWEST LOUISIANA,LA,CROWLEY,70526,538 S E COURT CIRCLE,Proprietary,3377835040,Yes,Yes,Yes,Yes,Yes,Yes,1970-05-25 00:00:00,3.0,46,96.1,98.7,100.0,99.3,56.9,46.1,98.0,100.0,98.9,94.8,55.3,49.6,61.1,71.5,53.1,55.3,16.4,11.7,Same As Expected,Same As Expected,1,1,3.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,22760,293,662,30.22642,-92.3791739,0,58,62,90,48,35,37,110,127,140,144,104,4802,22760,1,22,960800
277053,HOME OPTIONS HOME HEALTH,MT,KALISPELL,59901,275 CORPORATE DR STE 600,Non - Profit Private,4067514200,Yes,Yes,Yes,Yes,Yes,Yes,1987-06-16 00:00:00,3.0,29,84.1,99.0,98.1,92.6,67.5,79.1,94.1,99.2,98.8,98.9,64.9,62.5,70.4,64.4,66.8,52.9,14.0,13.4,Better Than Expected,Same As Expected,1,1,2.31,0.2,0.3,1.0,1.8,6.4,13.65,0.3,0.4,22661,448,1026,48.1986647,-114.3386087,64,29,114,92,66,83,16,93,165,250,142,360,7792,22661,29,30,900
167180,UNITYPOINT AT HOME,IA,STORM LAKE,50588,1305 WEST MILWAUKEE AVENUE,Non - Profit Other,7127492741,Yes,Yes,Yes,Yes,Yes,Yes,1986-01-22 00:00:00,4.5,30,98.0,100.0,100.0,100.0,78.9,87.1,100.0,100.0,100.0,100.0,71.8,73.8,84.9,87.1,78.3,68.5,19.6,15.0,Same As Expected,Same As Expected,1,1,1.6,0.0,0.0,0.0,0.0,0.0,2.4,0.01,0.0,22410,330,368,42.648436,-95.2176949,18,15,70,52,111,64,8,26,128,30,39,137,5010,22410,21,19,960500
677994,GASPY  HOME HEALTHCARE INC,TX,HOUSTON,77008,1919 N LOOP WEST STE 432,Proprietary,7137420615,Yes,Yes,Yes,Yes,Yes,Yes,2006-06-20 00:00:00,2.0,10,95.9,91.2,97.9,99.6,66.5,55.1,99.6,100.0,100.0,99.3,37.9,32.8,44.1,49.1,37.8,34.1,9.5,14.7,Same As Expected,Same As Expected,1,1,15.0,0.0,2.5,18.0,4.0,24.0,13.0,0.0,0.0,48281,124,260,29.8105263,-95.434206,13,0,24,10,23,54,8,5,52,50,21,124,3144,48281,201,48,511100
67208,GOOD SAMARITAN SOCIETY-COLORADO HOME CARE,CO,LONGMONT,80503,2919 WEST 17TH AVE SUITE 101,Non - Profit Religious,3037020410,Yes,Yes,Yes,Yes,Yes,Yes,1993-11-16 00:00:00,4.0,22,97.7,93.6,99.2,97.4,80.2,92.0,97.9,98.5,100.0,96.8,68.0,71.5,77.0,70.9,85.3,65.3,14.3,13.5,Same As Expected,Same As Expected,1,1,0.2,0.0,2.0,0.0,1.5,3.5,7.0,0.25,0.25,34872,535,841,40.1881641,-105.1415037,77,66,250,93,27,22,109,71,203,56,220,182,5484,34872,13,8,13208
237136,GENTIVA HEALTH SERVICES,MI,FLINT,48532,"4458 OAKBRIDGE DRIVE, SUITE B",Proprietary,8107329030,Yes,Yes,Yes,Yes,Yes,Yes,1983-09-14 00:00:00,3.5,33,98.2,98.6,100.0,99.4,79.3,86.7,99.8,99.5,96.6,99.8,66.7,60.4,73.0,67.7,73.5,60.2,22.1,5.9,Same As Expected,Same As Expected,1,1,0.0,0.0,0.5,0.25,1.25,3.5,2.5,0.5,0.05,19238,227,360,42.99377,-83.770796,26,1,58,78,16,48,11,71,22,55,110,91,3654,19238,49,26,10910
217123,HOME CALL OF BALTIMORE,MD,BALTIMORE,21215,"4701 MOUNT HOPE DRIVE, SUITE A",Proprietary,4106440105,Yes,Yes,Yes,Yes,Yes,Yes,1987-09-14 00:00:00,3.5,29,94.0,98.2,99.8,99.6,63.1,49.5,99.8,100.0,97.9,100.0,71.6,59.9,70.5,72.8,84.7,67.5,16.5,14.9,Same As Expected,Same As Expected,1,1,0.0,0.1,0.8,0.25,1.0,1.6,2.6,0.25,0.1,19531,493,888,39.3471908,-76.7062063,0,22,251,74,118,28,147,140,157,208,177,59,5977,19531,510,24,280102
58236,"XL CARE, INC",CA,ENCINO,91316,17555 VENTURA BLVD SUITE 201,Proprietary,8187852944,Yes,Yes,Yes,Yes,Yes,Yes,2004-01-26 00:00:00,3.5,12,97.6,100.0,100.0,99.2,62.9,86.5,99.6,100.0,100.0,100.0,69.1,61.4,68.4,62.9,52.4,49.1,17.2,8.0,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,67714,405,618,34.1621079,-118.5161711,14,60,36,171,60,64,43,177,197,107,29,65,4990,67714,37,6,139600
59406,"WE CARE HOME HEALTH, INC",CA,GLENDALE,91203,811 MILFORD STREET SUITE A,Proprietary,8188028343,Yes,Yes,Yes,Yes,Yes,Yes,2012-02-03 00:00:00,3.0,4,89.8,96.9,98.4,100.0,88.4,48.1,100.0,100.0,96.6,98.4,60.8,66.4,52.2,57.3,57.8,23.8,18.5,11.6,Same As Expected,Same As Expected,1,1,3.0,0.0,0.5,4.0,0.01,2.0,3.0,0.0,0.01,20157,337,517,34.152518,-118.272748,65,73,97,41,18,43,77,51,54,45,110,180,5870,20157,37,6,301702
227422,HEBREW SENIORLIFE - HOME HEALTH CARE,MA,DEDHAM,2026,29 NEWBRIDGE WAY,Non - Profit Religious,7812349900,Yes,Yes,Yes,Yes,Yes,Yes,1995-10-18 00:00:00,3.5,20,98.2,94.7,99.3,89.7,82.1,64.3,99.3,99.8,99.7,96.6,68.9,61.5,65.9,68.7,61.8,61.8,12.0,9.6,Same As Expected,Same As Expected,1,1,9.2,0.0,0.5,1.5,1.6,6.1,4.5,0.1,0.1,46029,439,453,42.2436085,-71.1676536,105,114,106,41,29,44,10,76,84,132,71,80,6303,46029,21,25,402400
59312,"HEALTHPOINT HOME HEALTH, INC",CA,CLOVIS,93612,"3198 WILLOW AVE, STE 104",Proprietary,5594127953,Yes,Yes,Yes,Yes,Yes,Yes,2011-07-06 00:00:00,3.5,5,87.3,97.5,98.4,87.3,57.5,78.4,96.0,99.7,100.0,91.4,75.7,75.4,72.3,75.3,76.8,72.6,15.2,14.1,Same As Expected,Same As Expected,1,1,1.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.0,19620,187,261,36.7944666,-119.7277163,116,22,12,37,0,0,108,35,49,22,0,47,5538,19620,19,6,3103
677789,1ST CHOICE HOME HEALTH,TX,COMMERCE,75428,101 KINGS PLAZA SUITE H,Non - Profit Private,9038862666,Yes,Yes,Yes,Yes,Yes,Yes,1994-03-03 00:00:00,2.5,22,95.3,96.9,99.7,95.3,83.1,87.4,100.0,95.4,100.0,100.0,60.8,49.8,61.1,50.1,35.6,39.2,19.8,17.5,Same As Expected,Same As Expected,1,1,0.0,0.0,11.0,10.0,0.0,0.0,21.5,0.0,0.0,11043,72,210,33.2372569,-95.9080961,16,25,7,14,10,0,70,15,15,28,29,53,3982,11043,231,48,960600
237438,NORTHSTAR HOME CARE AND HOSPICE,MI,IRON RIVER,49935,3257 E US HIGHWAY 2,Non - Profit Private,9062656118,Yes,Yes,Yes,Yes,Yes,Yes,1998-08-10 00:00:00,2.0,18,90.0,91.7,100.0,91.9,61.7,90.8,99.6,97.7,94.4,91.6,58.5,44.6,63.8,52.7,61.0,54.5,22.8,14.5,Same As Expected,Same As Expected,1,1,1.58,0.0,1.5,0.0,0.06,2.0,6.0,0.05,0.1,21495,302,443,46.1056974,-88.5944877,24,87,52,28,9,102,59,43,58,38,95,150,2638,21495,71,26,300
677916,REVIVE HOME CARE INC,TX,EL PASO,79936,1393 GEORGE DIETER STE B,Proprietary,9157721300,Yes,Yes,Yes,Yes,Yes,Yes,2006-04-06 00:00:00,4.0,10,93.0,98.8,99.7,98.6,91.4,92.4,99.5,99.8,99.1,99.8,66.2,47.6,73.3,77.7,83.8,53.9,17.2,9.7,Same As Expected,Same As Expected,1,1,0.0,0.0,2.0,8.0,0.0,2.0,6.0,0.0,0.0,23573,169,154,31.731844,-106.3021428,7,45,21,77,0,19,52,38,28,10,0,26,6104,23573,141,48,4309
117156,"SUNCREST HOME HEALTH OF GEORGIA, INC",GA,GAINESVILLE,30501,906 INTERSTATE RIDGE  DRIVE SUITE A,Proprietary,7702970041,Yes,Yes,Yes,Yes,Yes,Yes,2011-05-31 00:00:00,3.5,5,96.7,98.3,100.0,99.8,91.4,86.4,100.0,100.0,100.0,100.0,65.9,65.1,63.5,58.7,68.9,45.4,17.6,15.7,Same As Expected,Same As Expected,1,1,5.0,0.0,1.0,2.0,1.0,3.0,2.0,0.5,0.5,12917,209,245,34.2858149,-83.8118871,44,18,61,42,33,11,58,46,48,20,51,22,7817,12917,139,13,1201
397798,OSPTA AT HOME,PA,CHARLEROI,15022,625 LINCOLN AVENUE EXT SUITE 207,Proprietary,7244834859,Yes,Yes,Yes,Yes,Yes,Yes,2003-10-29 00:00:00,3.0,12,97.8,94.3,99.8,100.0,69.3,73.1,99.6,99.2,100.0,99.6,59.1,66.0,56.6,55.0,74.0,48.7,16.4,13.9,Same As Expected,Same As Expected,1,1,0.0,0.0,2.3,0.0,3.33,8.65,10.65,0.02,1.13,19096,122,173,40.1378499,-79.8981035,15,40,5,20,24,18,23,48,52,5,23,22,1758,19096,125,42,783300
187180,LIFELINE HOME HEALTH OF NORTHERN KENTUCKY,KY,LAKESIDE PARK,41017,"2120 CHAMBER CENTER DRIVE, SUITE 2120",Non - Profit Other,8593441661,Yes,Yes,Yes,Yes,Yes,Yes,2011-09-28 00:00:00,4.0,4,91.2,98.8,99.5,99.2,72.4,78.2,99.2,100.0,98.4,99.2,78.0,71.2,74.8,70.1,73.8,63.7,4.9,15.2,Same As Expected,Same As Expected,1,1,0.0,0.0,3.0,1.0,2.0,2.0,4.0,0.5,0.25,28699,109,103,39.092853,-84.490119,24,15,11,41,8,10,10,34,11,26,15,7,1993,28699,37,21,50400
17041,ALABAMA HOMECARE,AL,VESTAVIA HILLS,35216,"100 CENTERVIEW DRIVE, SUITE 260",Proprietary,2059793180,Yes,Yes,Yes,Yes,Yes,Yes,1982-08-04 00:00:00,3.5,34,96.5,94.4,100.0,99.5,77.4,73.7,100.0,99.5,100.0,100.0,61.5,61.4,66.0,66.8,69.4,52.4,12.1,16.6,Same As Expected,Same As Expected,1,1,2.0,0.0,0.25,1.0,1.5,1.25,2.25,0.25,0.25,54805,540,826,33.4154011,-86.7961197,131,44,108,114,40,103,74,113,115,193,103,228,6349,54805,73,1,12906
58428,"GOODWILL PLUS, INC",CA,MONTEREY PARK,91755,233 E POMONA BLVD,Proprietary,3237257620,Yes,Yes,Yes,Yes,Yes,Yes,2007-10-17 00:00:00,4.0,8,98.2,98.2,99.0,99.6,51.1,46.4,99.6,99.0,100.0,97.8,84.6,64.0,91.3,76.1,75.2,49.2,14.4,9.4,Same As Expected,Same As Expected,1,1,0.0,0.0,0.1,2.0,0.1,0.5,1.5,0.1,0.1,23727,373,446,34.0337926,-118.1280727,23,51,114,109,19,57,80,44,161,68,41,52,4553,23727,37,6,482800
147740,"NIGHTINGALE HOME HEALTHCARE OF ILLINOIS, INC",IL,HINSDALE,60521,920  N YORK ROAD SUITE 300,Proprietary,6306542300,Yes,Yes,Yes,Yes,Yes,Yes,2003-07-23 00:00:00,2.5,13,80.0,96.5,96.6,95.1,50.0,41.2,96.6,96.9,89.8,97.1,49.2,51.8,58.9,67.5,62.0,55.5,10.0,8.3,Same As Expected,Same As Expected,1,1,0.0,0.0,0.3,0.0,0.5,2.5,6.0,0.4,0.3,73134,449,584,41.8171121,-87.9265976,41,97,113,38,93,67,58,69,103,148,76,130,5555,73134,43,17,844702
447451,AMEDISYS HOME HEALTH CARE,TN,CORDOVA,38016,1655 WYNNE ROAD,Proprietary,9013883335,Yes,Yes,Yes,Yes,Yes,Yes,1984-09-18 00:00:00,3.0,32,83.7,88.4,96.9,99.6,54.4,52.7,93.6,100.0,93.9,100.0,66.2,60.0,72.3,74.3,64.7,59.7,17.9,13.2,Better Than Expected,Same As Expected,1,1,0.0,0.0,1.25,1.0,1.0,3.8,4.75,0.5,0.25,32527,235,430,35.170889,-89.832415,33,18,68,88,28,0,50,89,70,71,72,78,4735,32527,157,47,21121
147697,PROGRESSIVE HOME HEALTH CARE,IL,NORTHBROOK,60062,"601 SKOKIE BLVD,  SUITE 303",Proprietary,8477536800,Yes,Yes,Yes,Yes,No,Yes,1998-12-02 00:00:00,5.0,17,99.5,99.9,100.0,100.0,93.1,68.6,100.0,100.0,100.0,99.9,77.6,79.6,90.8,80.0,72.6,76.7,8.5,8.7,Same As Expected,Same As Expected,1,1,0.0,0.0,2.5,0.0,0.0,0.0,12.5,0.0,0.0,57274,724,994,42.1414489,-87.7930124,42,185,93,82,90,232,44,45,249,176,267,213,6735,57274,31,17,801500
178074,ENCOMPASS HOME HEATLH OF KANSAS,KS,WICHITA,67212,8338 WEST 13TH STREET NORTH,Proprietary,3167291041,Yes,Yes,Yes,Yes,Yes,Yes,2006-12-28 00:00:00,3.5,9,95.2,98.5,100.0,100.0,80.7,84.4,100.0,100.0,100.0,99.4,69.8,61.0,71.9,69.8,75.4,59.5,20.3,9.2,Same As Expected,Same As Expected,1,1,4.0,0.0,1.0,0.0,1.0,5.08,3.0,1.05,0.15,27474,264,369,37.709577,-97.438851,56,47,56,37,18,50,34,40,99,96,52,48,4982,27474,173,20,9513
369024,"PREMIER NURSING, LLC HOME HEALTH SERVICE",OH,MIDDLETOWN,45042,"62 NORTH BREIEL BLVD, LOWER LEVEL",Proprietary,9377874373,Yes,Yes,Yes,Yes,Yes,Yes,2013-03-04 00:00:00,4.0,3,88.5,85.0,100.0,96.4,92.8,65.7,97.3,100.0,97.6,96.5,86.9,73.8,75.6,66.0,90.1,61.0,8.4,23.5,Same As Expected,Same As Expected,1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,24064,397,398,39.618396,-84.515064,64,125,85,93,9,21,65,91,90,73,51,28,4362,24064,135,39,480100
297080,MEDICAL SERVICES OF AMERICA HOME HEALTH,NV,LAS VEGAS,89119,2325A RENAISSANCE DRIVE,Proprietary,7025681176,Yes,Yes,Yes,Yes,Yes,Yes,1997-01-13 00:00:00,3.0,19,87.2,97.5,100.0,96.7,55.8,76.3,98.8,100.0,100.0,99.6,65.4,53.7,59.9,66.6,73.6,53.0,15.3,11.0,Same As Expected,Same As Expected,1,1,2.0,0.0,0.25,0.5,10.0,3.25,3.25,0.5,0.0,23726,224,268,36.1027571,-115.1208466,30,36,8,31,93,26,30,53,79,37,32,37,3550,23726,3,32,2504
197679,MEDSOURCE HOMECARE,LA,JENNINGS,70546,919 NORTH ARTHUR AVE UNIT H,Proprietary,3378245453,Yes,Yes,Yes,Yes,Yes,Yes,1995-01-24 00:00:00,3.0,21,96.8,97.8,100.0,100.0,43.5,20.7,100.0,99.4,98.5,99.5,59.8,47.2,67.9,70.3,33.0,60.1,15.8,16.6,Same As Expected,Same As Expected,1,1,0.0,0.0,1.5,1.0,0.0,0.0,1.5,0.5,0.0,21976,395,423,30.2287003,-92.6634112,59,65,91,25,75,80,46,75,80,71,62,89,4727,21976,53,22,500
677941,EXCELLENT NURSING CARE PC,TX,LAREDO,78040,802 GALVESTON SUITE C,Proprietary,9567252786,Yes,Yes,Yes,Yes,Yes,Yes,2006-05-11 00:00:00,2.5,10,95.3,98.6,100.0,87.7,25.7,15.2,98.7,100.0,96.9,92.6,71.3,65.7,74.2,22.7,22.5,35.2,16.0,20.2,Same As Expected,Same As Expected,1,1,4.0,0.0,1.0,5.0,0.0,1.5,4.0,0.0,0.0,12065,198,242,27.511427,-99.488438,36,20,75,26,31,10,66,13,39,70,27,27,3265,12065,479,48,904
457691,GOOD SHEPHERD HOMECARE,TX,LONGVIEW,75605,103 W LOOP 281 UNIT 480,Proprietary,9033155525,Yes,Yes,Yes,Yes,Yes,Yes,1984-09-27 00:00:00,4.0,31,96.2,92.5,99.8,98.3,77.4,78.4,99.9,97.7,99.1,100.0,74.5,68.2,88.0,83.8,72.8,68.9,19.4,11.1,Same As Expected,Same As Expected,1,1,0.0,0.0,0.25,5.0,0.5,2.0,4.25,0.25,0.0,26619,155,172,32.5441116,-94.7496467,10,0,56,62,27,0,10,7,48,50,49,8,3059,26619,183,48,401
497022,INTERIM HEALTHCARE OF ROANOKE,VA,SALEM,24153,1013 EAST MAIN STREET,Proprietary,5407748686,Yes,Yes,Yes,Yes,Yes,Yes,1985-08-07 00:00:00,3.0,31,86.8,90.4,99.1,88.3,27.1,29.4,98.5,97.4,100.0,99.0,68.7,74.9,72.6,79.1,78.9,50.4,19.3,13.7,Same As Expected,Same As Expected,1,1,7.0,0.0,4.0,14.0,1.0,3.0,15.0,0.5,1.0,29156,240,464,37.296212,-80.041347,26,29,60,63,25,37,89,74,84,70,44,103,5963,29156,775,51,10100
447299,INTREPID USA HEALTHCARE SERVICES,TN,NASHVILLE,37211,"393 WALLACE ROAD, SUITE 301",Proprietary,6154453007,Yes,Yes,Yes,Yes,Yes,Yes,1984-06-22 00:00:00,2.5,32,82.4,63.9,99.7,99.1,53.0,73.8,98.7,95.5,86.5,98.4,62.2,54.8,65.0,71.6,58.0,55.2,17.4,12.2,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,5.5,0.0,0.0,6.5,1.0,0.0,13834,98,210,36.0762142,-86.7226083,16,0,16,20,46,0,16,4,49,34,71,36,4571,13834,37,47,19004
679447,AXIS CARE GROUP HOME HEALTH SERVICES INC,TX,STAFFORD,77477,4800 SUGAR GROVE BLVD SUITE 625,Proprietary,2814954845,Yes,Yes,Yes,Yes,Yes,Yes,2004-03-03 00:00:00,4.0,12,96.1,96.2,100.0,100.0,82.7,85.7,99.0,100.0,100.0,99.0,70.5,80.3,81.4,92.0,70.5,57.8,17.7,9.1,Same As Expected,Same As Expected,1,1,7.0,0.0,4.0,4.0,0.0,4.0,7.0,0.0,0.0,32123,149,355,29.643725,-95.5826297,9,35,17,27,0,61,76,10,73,64,40,92,5841,32123,157,48,672002
297178,FIRST CARE HOME HEALTH INC,NV,LAS VEGAS,89102,2801 S VALLEY VIEW STE #15,Proprietary,7022591111,Yes,Yes,Yes,Yes,Yes,Yes,2010-04-17 00:00:00,3.0,6,88.0,92.7,97.9,99.4,38.3,39.5,97.0,98.5,98.8,96.4,70.9,64.1,83.2,70.8,62.3,61.5,13.1,7.4,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,11563,165,128,36.140462,-115.191386,48,10,32,45,15,15,0,0,27,72,29,0,4332,11563,3,32,2204
257309,GENTIVA HEALTH SERVICES,MS,CALHOUN CITY,38916,104 LEGION AVE / MAIL PO DRAWER W,Proprietary,6626286657,Yes,Yes,Yes,Yes,Yes,Yes,1980-02-26 00:00:00,3.5,36,98.7,97.0,100.0,100.0,83.2,81.4,100.0,99.0,98.7,100.0,71.6,57.6,69.2,66.3,68.8,60.3,19.0,14.7,Same As Expected,Same As Expected,1,1,0.75,0.25,6.0,2.0,2.0,7.0,13.0,0.25,0.25,14474,171,368,33.8553915,-89.3114613,23,9,48,43,27,21,36,44,65,97,66,60,2847,14474,13,28,950500
527308,AMEDISYS HOME HEALTH,WI,GREEN BAY,54304,2120 SOUTH RIDGE ROAD,Proprietary,9204971234,Yes,Yes,Yes,Yes,Yes,Yes,2010-02-13 00:00:00,3.0,6,83.3,89.9,95.9,95.3,78.4,92.5,99.8,98.3,95.3,100.0,59.1,54.2,52.5,77.3,76.7,44.4,11.7,17.3,Same As Expected,Same As Expected,1,1,0.0,0.0,0.5,0.0,0.5,1.5,3.0,0.5,0.5,28826,296,336,44.496937,-88.068766,17,53,79,91,24,32,51,66,92,69,43,15,3359,28826,9,55,21301
677532,PILOT POINT HOME HEALTH INC,TX,WHITESBORO,76273,401 EAST MAIN STREET,Proprietary,9035647709,Yes,Yes,Yes,Yes,Yes,Yes,1992-10-02 00:00:00,2.5,23,91.8,94.0,100.0,94.5,69.9,87.8,100.0,98.9,98.0,95.1,54.8,42.9,53.3,62.3,41.7,41.8,11.2,11.5,Same As Expected,Same As Expected,1,1,2.0,0.0,2.5,2.0,0.0,0.0,2.5,0.0,0.0,23401,522,588,33.655812,-96.902243,29,63,232,65,94,39,33,136,193,41,115,70,6563,23401,181,48,1102
147893,"SUPREME HOME HEALTH, INC",IL,OAK BROOK,60523,"2625 BUTTERFIELD ROAD, SUITE 225W",Proprietary,6306459200,Yes,Yes,Yes,Yes,Yes,Yes,2006-08-21 00:00:00,3.5,10,90.6,99.6,100.0,100.0,50.0,68.2,100.0,100.0,100.0,100.0,55.8,68.6,62.9,85.4,64.3,47.3,10.5,13.0,Same As Expected,Same As Expected,1,1,0.0,0.0,3.0,0.25,0.0,0.25,12.0,0.0,0.0,61534,361,495,41.8441335,-87.9846326,51,46,112,53,48,51,60,95,103,67,55,115,4589,61534,43,17,844402
287016,FREMONT HEALTH HOME CARE,NE,FREMONT,68025,"2400 NORTH LINCOLN, SUITE B",Government - State/ County,4029411699,Yes,Yes,Yes,Yes,Yes,Yes,1976-02-01 00:00:00,3.0,40,98.3,98.3,97.0,99.3,80.8,88.0,99.3,96.6,98.1,100.0,48.8,48.8,53.0,58.5,64.5,26.3,19.1,10.5,Same As Expected,Same As Expected,1,1,0.5,0.0,0.5,0.5,0.8,1.0,6.0,0.5,0.1,22342,531,920,41.4526958,-96.4776671,77,43,134,133,62,82,84,157,97,195,118,269,5076,22342,53,31,963800
467220,ASPEN RIDGE HOME HEALTH,UT,MURRAY,84123,5323 SOUTH MURRAY BOULEVARD,Proprietary,8017133248,Yes,Yes,Yes,Yes,Yes,Yes,2005-06-21 00:00:00,4.0,11,98.4,92.0,99.7,99.8,82.0,93.7,99.7,99.9,100.0,94.9,65.1,64.2,72.2,56.9,81.3,53.7,9.0,12.1,Same As Expected,Same As Expected,1,1,0.0,0.0,2.5,0.0,3.0,9.0,6.25,0.25,0.5,22826,243,287,40.6552055,-111.909601,66,50,65,14,11,37,11,75,74,94,11,22,7624,22826,35,49,112100
37264,"HUALAPAI HOME HEALTH CARE, INC",AZ,KINGMAN,86401,"2535 HUALAPAI MOUNTAIN ROAD, SUITE B",Proprietary,9287539015,Yes,Yes,Yes,Yes,Yes,Yes,2009-04-29 00:00:00,4.0,7,94.7,98.8,100.0,100.0,72.1,74.3,99.4,100.0,100.0,98.8,67.3,69.5,72.5,72.1,85.3,38.7,16.3,13.9,Same As Expected,Same As Expected,1,1,0.0,0.0,0.5,0.0,0.5,2.0,4.25,0.25,0.25,23037,775,862,35.191622,-114.018672,91,127,192,155,136,74,120,74,279,114,150,125,9273,23037,15,4,953601
337276,RIVERSPRING CHHA / ELDERSERVE CHHA,NY,NEW YORK,10032,"530 WEST 166TH STREET,  3RD FLOOR",Non - Profit Religious,9143685550,Yes,Yes,Yes,Yes,Yes,Yes,1990-09-25 00:00:00,2.5,25,89.1,89.8,93.9,97.7,37.8,35.1,92.2,98.8,99.1,96.0,59.8,52.1,55.2,61.6,63.6,51.0,12.6,9.4,Same As Expected,Same As Expected,1,1,0.0,0.25,0.0,0.0,0.25,4.0,9.0,0.75,0.0,19152,111,177,40.8391902,-73.9396207,31,17,18,30,5,10,29,36,35,41,8,28,2644,19152,61,36,25100
297141,EBONNY HOME HEALTH AGENCY,NV,LAS VEGAS,89121,3530 E FLAMINGO RD,Proprietary,7023997154,Yes,Yes,Yes,Yes,Yes,Yes,2008-02-22 00:00:00,2.5,8,79.7,99.7,100.0,100.0,7.3,11.8,100.0,99.7,99.4,99.7,44.1,46.6,59.9,72.6,59.6,26.5,13.1,13.4,Same As Expected,Same As Expected,1,1,0.0,0.0,0.2,0.0,0.0,0.0,3.25,0.0,0.0,13683,194,147,36.1830349,-115.206472,67,35,12,67,13,0,0,21,80,22,14,10,4086,13683,3,32,108
